date,dayofyear,active.calories,steps,weight,steps.lag,calorie.lag
2/23/2017,54,1089,17.82,160.2,9.08,516.9
2/24/2017,55,1171.8,18.38,161,17.82,1089
2/25/2017,56,445.2,9.24,160.1,18.38,1171.8
2/26/2017,57,977.2,16.81,159.1,9.24,445.2
2/27/2017,58,1120.4,17.52,160.2,16.81,977.2
2/28/2017,59,1110,17.16,161.2,17.52,1120.4
3/1/2017,60,559.7,11.3,161.7,17.16,1110
3/2/2017,61,693.3,13.5,158.7,11.3,559.7
3/3/2017,62,1026.2,16.81,157.6,13.5,693.3
3/4/2017,63,524.1,10.49,160.4,16.81,1026.2
3/5/2017,64,774.5,14.16,157.6,10.49,524.1
3/6/2017,65,1110.2,18.46,156,14.16,774.5
3/7/2017,66,1018.9,15.75,159.7,18.46,1110.2
3/8/2017,67,567.8,10.87,160.2,15.75,1018.9
3/9/2017,68,1162.5,19.85,158.4,10.87,567.8
3/10/2017,69,1118.1,18.26,159.4,19.85,1162.5
3/12/2017,71,338.1,7.05,155.9,18.26,1118.1
3/13/2017,72,550.5,7.56,157.2,7.05,338.1
3/18/2017,77,754.7,14.9,158.8,7.56,550.5
3/19/2017,78,765.2,13.03,158.7,14.9,754.7
3/20/2017,79,1122.7,18.91,156.3,13.03,765.2
3/21/2017,80,1119.5,18.56,158.7,18.91,1122.7
3/22/2017,81,499.9,9.29,158.8,18.56,1119.5
3/23/2017,82,615.9,12.49,158.8,9.29,499.9
3/24/2017,83,1133.6,18.56,159,12.49,615.9
3/25/2017,84,779.6,14.92,158,18.56,1133.6
3/26/2017,85,364.8,7.62,154.6,14.92,779.6
3/27/2017,86,484.7,11.01,157.7,7.62,364.8
3/28/2017,87,535.8,10.9,157.1,11.01,484.7
3/29/2017,88,694.6,14.01,156.9,10.9,535.8
3/30/2017,89,676.9,13.62,157.3,14.01,694.6
4/1/2017,91,374.1,8.87,157.9,13.62,676.9
4/2/2017,92,528.1,12.83,158,8.87,374.1
4/3/2017,93,1013,17.79,154.9,12.83,528.1
4/4/2017,94,1030.5,15.86,156.8,17.79,1013
4/5/2017,95,938,13.69,156.2,15.86,1030.5
4/10/2017,100,1104.2,18.29,156.9,13.69,938
4/11/2017,101,511.8,10.55,156.9,18.29,1104.2
4/12/2017,102,549.3,11.18,158.9,10.55,511.8
4/13/2017,103,985.5,16.45,159.9,11.18,549.3
4/14/2017,104,1025,18.21,158.6,16.45,985.5
4/15/2017,105,1089.3,18.25,157.6,18.21,1025
4/16/2017,106,796.7,15.93,156.4,18.25,1089.3
4/17/2017,107,627.1,12.9,158.6,15.93,796.7
4/18/2017,108,572.2,11.55,157.9,12.9,627.1
4/20/2017,110,1166.6,21.03,157.1,11.55,572.2
4/21/2017,111,673.7,12.84,159.1,21.03,1166.6
4/22/2017,112,451.1,10.17,157.1,12.84,673.7
4/23/2017,113,994.5,19.81,160.1,10.17,451.1
4/24/2017,114,554.2,12.15,158.4,19.81,994.5
4/25/2017,115,512.4,11.21,158.6,12.15,554.2
4/30/2017,120,942.2,15.86,160.9,11.21,512.4
5/1/2017,121,959,16.68,161.9,15.86,942.2
5/2/2017,122,1096.5,18.48,162.9,16.68,959
5/3/2017,123,884.3,16.21,161.1,18.48,1096.5
5/4/2017,124,561.4,13.29,158.5,16.21,884.3
5/5/2017,125,479.7,9.39,159.8,13.29,561.4
5/6/2017,126,511.1,11.96,159.7,9.39,479.7
5/7/2017,127,942.7,19.13,158.9,11.96,511.1
5/15/2017,135,1064,17.48,162.4,19.13,942.7
5/16/2017,136,996.2,16.67,162.6,17.48,1064
5/17/2017,137,589.5,12.46,162.3,16.67,996.2
5/18/2017,138,621.1,13.93,160.3,12.46,589.5
5/19/2017,139,1007,16.3,160.3,13.93,621.1
5/20/2017,140,936.7,18.39,160.9,16.3,1007
5/21/2017,141,614.2,14.77,160.1,18.39,936.7
5/22/2017,142,591.3,11.01,161.3,14.77,614.2
5/23/2017,143,675.5,13.8,160.5,11.01,591.3
5/24/2017,144,1090.7,16.98,160.2,13.8,675.5
5/25/2017,145,1188,20.64,160.1,16.98,1090.7
5/26/2017,146,1070.6,17.75,162.8,20.64,1188
5/27/2017,147,486,11.29,161.7,17.75,1070.6
5/28/2017,148,546.6,13.64,162.8,11.29,486
5/29/2017,149,1069.9,21.68,160.2,13.64,546.6
5/30/2017,150,817.1,16.84,160.5,21.68,1069.9
5/31/2017,151,1007.2,17.2,159.4,16.84,817.1
6/1/2017,152,589.5,12.87,161.6,17.2,1007.2
6/2/2017,153,1007.4,16.43,159.8,12.87,589.5
6/3/2017,154,1049.9,19.75,161.2,16.43,1007.4
6/4/2017,155,542.9,13.93,160.5,19.75,1049.9
6/5/2017,156,946.3,17.78,161.2,13.93,542.9
6/6/2017,157,646.3,10.94,159.9,17.78,946.3
6/7/2017,158,660,13.66,161.7,10.94,646.3
6/8/2017,159,1153.4,18.38,160.9,13.66,660
6/9/2017,160,600,12.87,159.1,18.38,1153.4
6/10/2017,161,1062,21.08,161.2,12.87,600
6/11/2017,162,548.9,13,162.1,21.08,1062
6/12/2017,163,1016.8,18.04,162.1,13,548.9
6/13/2017,164,558.4,11.49,161.2,18.04,1016.8
6/14/2017,165,976.4,16.66,160.9,11.49,558.4
6/15/2017,166,530.1,10.67,161.2,16.66,976.4
6/16/2017,167,1113,17.6,160.5,10.67,530.1
6/17/2017,168,503,10.78,160.7,17.6,1113
6/18/2017,169,576,12.98,161.9,10.78,503
6/19/2017,170,1009.7,18.9,161,12.98,576
6/21/2017,172,435.6,8.95,160.5,18.9,1009.7
6/22/2017,173,473.8,10.89,161,8.95,435.6
6/23/2017,174,526.4,10.93,160,10.89,473.8
6/24/2017,175,466.2,11.25,160.6,10.93,526.4
6/25/2017,176,598.6,14.78,158.8,11.25,466.2
6/26/2017,177,658.9,14.27,159.1,14.78,598.6
6/27/2017,178,479.2,9.83,158.9,14.27,658.9
6/29/2017,180,1182.1,23.86,159.5,9.83,479.2
7/2/2017,183,557.5,10.99,158.6,23.86,1182.1
7/3/2017,184,748.3,19.58,158.6,10.99,557.5
7/5/2017,186,698.1,17.3,160.5,19.58,748.3
7/6/2017,187,721.1,18.47,160.4,17.3,698.1
7/7/2017,188,561.4,14.22,159.6,18.47,721.1
7/8/2017,189,587.7,13.38,159.1,14.22,561.4
7/9/2017,190,465.6,9.96,159.3,13.38,587.7
7/11/2017,192,569.4,13.35,159.6,9.96,465.6
7/12/2017,193,680.3,11.04,157.8,13.35,569.4
7/16/2017,197,696,16.23,162.5,11.04,680.3
7/17/2017,198,889.5,18.69,161.4,16.23,696
7/18/2017,199,1022.5,16.95,162.3,18.69,889.5
7/19/2017,200,1126,20.29,162.9,16.95,1022.5
7/20/2017,201,442.8,8.5,162,20.29,1126
7/21/2017,202,622.6,13.21,160.5,8.5,442.8
7/22/2017,203,688.7,14.38,161.5,13.21,622.6
7/23/2017,204,843.1,19.42,160.1,14.38,688.7
7/24/2017,205,1058.4,16.65,161.3,19.42,843.1
7/25/2017,206,934.6,16.84,161.9,16.65,1058.4
7/29/2017,210,568,12.94,160.9,16.84,934.6
7/30/2017,211,617.4,15.66,162.2,12.94,568
7/31/2017,212,1086.4,21.37,162,15.66,617.4
8/1/2017,213,544.1,11.99,162.8,21.37,1086.4
8/2/2017,214,819.5,15.13,162.5,11.99,544.1
8/3/2017,215,989.1,13.29,163.4,15.13,819.5
8/8/2017,220,774.5,13.11,160.6,13.29,989.1
8/9/2017,221,513.4,10.38,162.1,13.11,774.5
8/10/2017,222,605.2,14.03,163.3,10.38,513.4
8/11/2017,223,708.1,12.87,162.1,14.03,605.2
8/12/2017,224,440.6,10.54,161,12.87,708.1
8/13/2017,225,574.7,14.3,162.3,10.54,440.6
8/14/2017,226,743.1,12.2,163.2,14.3,574.7
8/15/2017,227,570.2,13.25,163.8,12.2,743.1
8/16/2017,228,822.3,14.91,163.1,13.25,570.2
8/17/2017,229,690.6,14.63,163.5,14.91,822.3
8/18/2017,230,793.9,13.89,163.5,14.63,690.6
8/19/2017,231,593.6,16.12,164.1,13.89,793.9
8/20/2017,232,628.1,12.38,165,16.12,593.6
8/25/2017,237,529.3,13.8,164,12.38,628.1
8/26/2017,238,567.2,14.06,164.2,13.8,529.3
8/27/2017,239,563.5,11.52,162.7,14.06,567.2
8/28/2017,240,773.1,13.92,164,11.52,563.5
8/29/2017,241,527,9.93,163.4,13.92,773.1
8/30/2017,242,910.5,15.29,163.6,9.93,527
8/31/2017,243,606.5,12.57,163.5,15.29,910.5
9/4/2017,247,512.1,11.86,164.8,12.57,606.5
9/6/2017,249,503.9,9.81,165.4,11.86,512.1
9/8/2017,251,604,12.89,164.7,9.81,503.9
9/9/2017,252,593.3,12.76,165,12.89,604
9/11/2017,254,565,13.14,164.1,12.76,593.3
9/12/2017,255,586.9,12.63,163.9,13.14,565
9/13/2017,256,842.7,13.44,163.8,12.63,586.9
9/14/2017,257,603.9,12.95,165.2,13.44,842.7
9/16/2017,259,594.8,14.05,165.9,12.95,603.9
9/17/2017,260,728.7,18.46,164.7,14.05,594.8
9/18/2017,261,776.7,10.58,166.9,18.46,728.7
9/19/2017,262,316.4,11.14,167.3,10.58,776.7
9/20/2017,263,385.4,11.77,165.4,11.14,316.4
